,puuid,champion,championLevel,championPoints,lastPlayTime,pointsSinceLastLevel,pointsUntilNextLevel,tokensEarned,markRequiredForNextLevel,seasonMilestone
121,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,106,2,2542,2019-10-10 10:58:33,742,3458,0,0,0
122,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,875,2,2321,2020-05-09 14:28:04,521,3679,0,0,0
123,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,9,2,2105,2025-09-13 22:04:39,305,3895,1,0,1
124,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,82,2,2086,2019-10-04 10:10:14,286,3914,0,0,0
125,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,10,2,2068,2025-03-30 16:22:01,268,3932,0,0,0
126,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,76,2,2001,2025-05-06 20:41:05,201,3999,1,0,0
127,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,62,1,1763,2025-03-05 20:39:21,1763,37,1,0,0
128,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,14,1,1700,2025-04-26 09:10:37,1700,100,1,0,0
129,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,897,1,1669,2023-03-19 21:50:44,1669,131,0,0,0
130,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,24,1,1646,2017-05-23 17:48:53,1646,154,0,0,0
131,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,80,1,1637,2025-01-11 00:17:19,1637,163,0,0,0
132,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,72,1,1407,2025-04-20 10:15:34,1407,393,1,0,0
133,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,420,1,1232,2018-04-03 17:47:23,1232,568,0,0,0
134,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,235,1,1146,2020-02-22 15:43:21,1146,654,0,0,0
135,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,56,1,1103,2025-03-08 16:51:43,1103,697,1,0,0
136,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,23,1,1056,2025-05-03 14:26:42,1056,744,0,0,0
137,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,117,1,983,2016-06-23 19:20:48,983,817,0,0,0
138,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,86,1,979,2019-08-26 14:10:18,979,821,0,0,0
139,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,200,1,970,2023-03-13 19:42:20,970,830,0,0,0
140,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,20,1,964,2025-05-03 10:04:36,964,836,0,0,0
141,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,120,1,867,2025-03-02 21:39:49,867,933,0,0,0
142,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,102,1,854,2018-11-03 10:23:44,854,946,0,0,0
143,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,523,1,679,2020-02-07 14:05:33,679,1121,0,0,0
144,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,48,1,672,2023-03-19 21:02:41,672,1128,0,0,0
145,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,234,1,642,2024-10-06 17:41:54,642,1158,0,0,0
146,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,107,1,556,2025-04-24 16:59:53,556,1244,0,0,0
147,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,154,1,467,2020-03-31 09:55:34,467,1333,0,0,0
148,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,35,1,462,2020-02-18 10:51:07,462,1338,0,0,0
149,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,40,1,271,2025-04-19 11:23:05,271,1529,0,0,0
150,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,21,1,264,2015-06-21 15:58:18,264,1536,0,0,0
151,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,74,1,232,2015-10-29 16:01:20,232,1568,0,0,0
152,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,19,1,232,2017-01-27 16:42:05,232,1568,0,0,0
153,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,11,1,223,2015-07-22 21:38:51,223,1577,0,0,0
154,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,16,1,221,2016-05-16 14:34:38,221,1579,0,0,0
155,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,267,1,170,2016-11-10 12:19:43,170,1630,0,0,0
156,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,141,1,141,2017-07-20 17:06:52,141,1659,0,0,0
157,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,497,1,121,2018-04-21 22:40:35,121,1679,0,0,0
158,pBCQNC6A1bDHYvQmSmUIRqH8nJsIySAjsSCEsZzjN9wPEHslL3d8FTE5Pw7LqGJOp8LEdndBN_I5Rw,950,1,107,2024-02-09 23:30:10,107,1693,0,0,0
